date,rank,track_id,name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,duration_minutes,danceability_normalized,energy_normalized,loudness_normalized,speechiness_normalized,acousticness_normalized,instrumentalness_normalized,liveness_normalized,valence_normalized,tempo_normalized
2024-09-09,32,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,92,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,2.9737833333333334,0.4363636363636364,0.6408450704225352,0.6823848238482385,0.5251396648044692,0.11989108135635941,6.13095238095238e-05,0.10844976713240186,0.5383901646949664,0.8648744460856723
2024-09-09,38,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,92,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,172533,4,2.87555,0.5621212121212121,0.4985915492957747,0.636639566395664,0.016360734237829203,0.2531470091791641,0.0,0.11676646706586828,0.26931106471816285,0.47660687908841526
2024-09-09,50,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",89,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4,3.00645,0.44545454545454555,0.43943661971831,0.3013550135501356,0.2813248204309656,0.38227097024777335,2.2291666666666665e-05,0.11510312707917499,0.6033402922755742,0.09309981008651624
2024-09-09,40,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,90,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,261467,4,4.357783333333333,0.3075757575757576,0.0,0.0,0.07063048683160414,0.631221967188052,0.0008065476190476188,0.21656686626746507,0.03038738111807006,0.6800844059928255
2024-09-09,41,7zOVh5fGpEwSbZd0g9z80B,Satu Bulan,Bernadya,86,0.436,0.299,0,-10.42,1,0.0392,0.942,0.0498,0.118,0.244,85.744,200476,4,3.341266666666667,0.2606060606060606,0.07323943661971827,0.1714905149051491,0.05506783719074221,0.9721092244091804,0.1482142857142857,0.1300731869594145,0.16724657852006491,0.15375395653091373
2024-09-09,42,7bywjHOc0wSjGGbj04XbVi,LUNA,Feid,90,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,196800,4,3.28,0.7727272727272728,0.863380281690141,0.9879674796747966,0.4173982442138866,0.13435296499604366,0.0,0.12674650698602796,0.4015309672929715,0.2742435112893016
2024-09-09,43,102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,89,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,185265,4,3.08775,0.7484848484848484,0.7211267605633804,0.7248780487804877,0.08978451715881883,0.3388853193287207,1.1785714285714286e-05,0.17332002661343976,0.7332405474367896,0.4936400084405994
2024-09-09,44,2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,Peso Pluma,87,0.722,0.74,6,-7.22,0,0.063,0.68,3.27e-05,0.176,0.893,132.731,130615,3,2.1769166666666666,0.693939393939394,0.6943661971830988,0.5183739837398375,0.15003990422984834,0.7014654020093756,9.732142857142856e-05,0.22654690618762474,0.9199721642310369,0.5503523950200464
2024-09-09,45,2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),Jung Kook,86,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,183551,4,3.0591833333333334,0.796969696969697,0.8225352112676056,0.8473712737127371,0.0742218675179569,0.3213244606233898,0.0,0.06636726546906187,0.895615866388309,0.4849883941759865
2024-09-09,46,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,88,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,157147,3,2.6191166666666668,0.40303030303030307,0.22394366197183108,0.48726287262872636,0.030327214684756576,0.6766736014842025,0.0,0.15502328675981375,0.27627000695894227,0.4086262924667652
2024-09-09,47,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,90,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,191701,4,3.1950166666666666,0.46212121212121204,0.8943661971830987,0.9999999999999999,0.13806863527533916,0.03167359115428557,0.0,0.16999334664005322,0.11737415912781259,0.6795526482380252
2024-09-09,48,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,88,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3,4.82555,0.07727272727272727,0.6591549295774648,0.42601626016260175,0.04309656823623306,0.0003222934068272486,2.3720238095238092e-05,0.09048569527611446,0.46068197633959634,0.7461236547794896
2024-09-09,49,0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,87,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,211979,4,3.532983333333333,0.34545454545454546,0.23802816901408447,0.1694308943089431,0.0,0.7076633521406688,0.00025624999999999997,0.2714570858283433,0.22871723498028296,0.23125553914327923
2024-09-09,27,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,89,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,228639,4,3.81065,0.5772727272727273,0.5619718309859156,0.39761517615176156,0.0690343176376696,0.06256004264189689,9.047619047619046e-05,0.05688622754491017,0.22639758756668982,0.40779911373707534
2024-09-09,39,5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),Sevdaliza,92,0.741,0.754,11,-5.412,0,0.0327,0.00526,8.21e-06,0.125,0.717,126.98,161656,4,2.6942666666666666,0.7227272727272728,0.7140845070422537,0.7143631436314363,0.029130087789305675,0.004464590077908233,2.4434523809523805e-05,0.1417165668662675,0.7158431918348411,0.5018105085461069
2024-09-09,26,5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,87,0.705,0.783,9,-4.783,0,0.0403,0.138,0.0,0.0984,0.454,103.001,172427,4,2.8737833333333334,0.6681818181818181,0.7549295774647888,0.7825474254742546,0.05945730247406225,0.14158390681588576,0.0,0.09747172322022622,0.41080955694734395,0.2994133783498629
2024-09-09,12,5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,88,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,171292,4,2.8548666666666667,0.693939393939394,0.6464788732394366,0.7745257452574525,0.015163607342378288,0.07340645537166007,0.0,0.04524284763805722,0.5789839944328462,0.11345009495674185
2024-09-09,24,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,94,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,274192,4,4.569866666666667,0.9606060606060606,0.3169014084507042,0.5421138211382114,0.2083000798084597,0.010084064863614108,0.0,0.16833000665335995,0.13245186731616793,0.28303861574171774
2024-09-09,25,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,91,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,244685,4,4.078083333333334,0.0,0.5535211267605635,0.6266666666666666,0.07501995211492418,0.0396276271561119,6.8749999999999986e-06,0.18496340652029275,0.10461609835305034,0.14602236758809883
2024-09-09,2,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,100,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,210373,4,3.5062166666666665,0.7318181818181818,0.36619718309859156,0.1984823848238484,0.041500399042298464,0.20562939150591594,0.18095238095238092,0.12840984697272123,0.39225237763859894,0.31610044313146235
2024-09-09,3,5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,94,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,157280,4,2.6213333333333333,0.6212121212121212,0.9295774647887325,0.8581029810298102,0.15403032721468476,0.10336321433957743,0.0,0.4278110445775117,0.7204824866620274,0.38350706900189924
2024-09-09,4,7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,94,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,170888,4,2.848133333333333,0.6,0.7169014084507044,0.8952845528455284,0.026336791699920203,0.002016399776047402,0.0,0.25482368596141053,0.8561818603572257,0.4094197087993249
2024-09-09,5,2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,97,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,175459,4,2.9243166666666665,0.662121212121212,0.7225352112676058,0.7072086720867209,0.012370311252992816,0.10956116447087066,0.00019464285714285712,0.24151696606786427,0.6845279517513337,0.3075838784553704
2024-09-09,6,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,97,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,186365,4,3.1060833333333333,0.6136363636363636,0.47746478873239434,0.6427100271002709,0.11412609736632082,0.2820707764585326,0.0,0.10678642714570859,0.5557875202969148,0.3337666174298376
2024-09-09,7,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,96,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,195824,4,3.263733333333333,1.0,0.5929577464788733,0.5644444444444444,0.08579409417398243,0.4597453468889389,0.0017678571428571426,0.04657351962741184,0.7970308513106008,0.5106478159949357
2024-09-09,8,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,97,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,218424,4,3.6404,0.6606060606060605,0.47183098591549294,0.6549593495934959,0.040702314445331206,0.050887236561294624,0.0,0.08033932135728543,0.7947112038970077,0.41514243511289306
2024-09-09,9,2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,82,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,190428,4,3.1738,0.30606060606060603,0.8802816901408452,0.9385365853658536,0.032721468475658405,0.01514572413750359,0.0,0.13506320691949436,0.8190675017397356,0.9840641485545476
2024-09-09,10,3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,91,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,180304,3,3.0050666666666666,0.31515151515151507,0.31549295774647884,0.6840108401084011,0.1392657621707901,0.15501279876702112,0.0,0.16666666666666669,0.13825098585015078,0.3165309136948724
2024-09-09,11,1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,90,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,171870,4,2.8645,0.7196969696969696,0.676056338028169,0.6540921409214092,0.06863527533918595,0.06906789027975481,0.0,0.10678642714570859,0.668290419856182,0.23179573749736226
2024-09-09,1,2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,97,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,251668,3,4.194466666666667,0.3893939393939394,0.48591549295774644,0.4579945799457995,0.01995211492418196,0.3171924938691943,0.0,0.13672654690618763,0.504755277197866,0.7633762397130197
2024-09-09,13,5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Hozier,88,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,251424,4,4.1904,0.7227272727272728,0.5253521126760563,0.7042818428184282,0.06304868316041501,0.029504308608332933,0.002407738095238095,0.0,0.9675249362096962,0.41789407047900406
2024-09-09,22,3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Charli xcx,92,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,145219,4,2.4203166666666664,0.7757575757575758,0.591549295774648,0.5831978319783198,0.29090183559457294,0.014112732448954717,0.8928571428571427,0.06037924151696607,0.601020644861981,0.5274614897657735
2024-09-09,21,5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),Post Malone,85,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,178206,4,2.9701,0.5757575757575758,0.8830985915492959,0.7890514905149051,0.004389465283320029,0.010703859876743431,0.0,0.31137724550898205,0.7575968452795175,0.5105634100021101
2024-09-09,20,2esZG2XFtuoWWA9AfDvSxy,Gata Only,FloyyMenor,79,0.794,0.5,8,-8.454,0,0.049,0.438,3e-05,0.0905,0.659,99.985,222000,4,3.7,0.8030303030303031,0.3563380281690141,0.3846070460704607,0.09417398244213887,0.4514814133805479,8.928571428571427e-05,0.0843313373253493,0.6485734168406403,0.2739565309136949
2024-09-09,19,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,91,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,3.065933333333333,0.303030303030303,0.23943661971830982,0.2880216802168021,0.0007980845969672856,0.13951792343878802,0.06547619047619047,0.09580838323353295,0.4398051496172581,0.0
2024-09-09,23,5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,93,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,155152,4,2.5858666666666665,0.8909090909090908,0.6338028169014085,0.7026558265582656,0.07382282521947325,0.09954114509194659,0.001101190476190476,0.04657351962741184,0.9501275806077477,0.5950706900189915
2024-09-09,17,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,91,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,4.006666666666667,0.5272727272727272,0.7887323943661975,0.9964227642276422,0.032721468475658405,0.05016414237931042,0.05267857142857142,0.10179640718562875,0.34585942936673625,0.47710487444608574
2024-09-09,16,0OA00aPt3BV10qeMIs3meW,Big Dawgs,Hanumankind,93,0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,190667,4,3.177783333333333,0.303030303030303,0.7014084507042255,0.9539295392953928,0.5411013567438148,0.02330635847703969,0.0,0.5375914836992682,0.18812340524240317,0.950158261236548
2024-09-09,15,17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,91,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,210689,3,3.5114833333333335,0.45000000000000007,0.5028169014084507,0.8230894308943089,0.03312051077414205,0.20459639981736708,5.6547619047619046e-05,0.10678642714570859,0.16492693110647177,0.7798438489132729
2024-09-09,14,2ZqTbIID9vFPTXaGyzbb4q,Neva Play (feat. RM of BTS),Megan Thee Stallion,80,0.826,0.756,2,-4.984,1,0.256,0.0203,0.0,0.0915,0.794,160.01,157173,4,2.61955,0.8515151515151514,0.7169014084507044,0.7607588075880758,0.9201915403032721,0.020000785073683296,0.0,0.08599467731204259,0.8051496172581768,0.7806035028487024
2024-09-09,18,62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,91,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4,3.34,0.5242424242424242,0.9563380281690144,0.7760433604336043,0.08978451715881883,0.031053796141156248,0.003571428571428571,0.07035928143712576,0.8828578056135468,0.8871913905887321
2024-09-10,37,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,90,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,261467,4,4.357783333333333,0.3075757575757576,0.0,0.0,0.07063048683160414,0.631221967188052,0.0008065476190476188,0.21656686626746507,0.03038738111807006,0.6800844059928255
2024-09-10,28,3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,90,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208212,3,3.4702,0.2787878787878788,0.171830985915493,0.2697018970189704,0.07901037509976055,0.9989670083114511,0.8095238095238095,0.9950099800399202,0.0,0.8995062249419712
2024-09-10,29,2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,86,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,187520,4,3.1253333333333333,0.33939393939393936,0.8774647887323945,0.8473712737127371,0.06664006384676774,0.0026775144567186813,0.0,0.7388556220891551,0.12897239619577822,0.3590968558767673
2024-09-10,30,7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),LISA,92,0.477,0.854,7,-4.715,1,0.275,0.0858,0.0,0.065,0.314,140.515,179790,5,2.9965,0.32272727272727264,0.8549295774647889,0.7899186991869919,0.9960095770151636,0.08766174067363454,0.0,0.041916167664670656,0.2484342379958246,0.6160540198354083
2024-09-10,31,3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,81,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,142515,4,2.37525,0.5075757575757575,0.9845070422535211,0.8389159891598916,0.07701516360734237,0.0,0.03154761904761905,0.0711909514304724,0.7506379030387381,0.7100147710487446
2024-09-10,32,3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,92,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,159246,4,2.6541,0.6439393939393939,0.2915492957746479,0.47252032520325205,0.13168395849960093,0.03528906206420663,0.007708333333333332,0.05139720558882235,0.9420088146601716,0.780367166068791
2024-09-10,33,2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,91,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,171783,4,2.86305,0.7454545454545455,0.5985915492957747,0.5700813008130081,0.10694333599361533,0.47833919728281865,1.0029761904761904e-05,0.11343978709248172,0.7413593133843656,0.4001434901878034
2024-09-10,34,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,92,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,184841,4,3.0806833333333334,0.7242424242424242,0.7183098591549297,0.7610840108401083,0.06664006384676774,0.018347998372005098,0.0,0.44111776447105794,0.9942008814660172,0.6115551804178097
2024-09-10,35,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,92,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,172533,4,2.87555,0.5621212121212121,0.4985915492957747,0.636639566395664,0.016360734237829203,0.2531470091791641,0.0,0.11676646706586828,0.26931106471816285,0.47660687908841526
2024-09-10,36,3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,89,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4,4.4462166666666665,0.25,0.5830985915492959,0.5176151761517614,0.010774142059058259,0.0014999039317729651,0.0003601190476190476,0.32302062541583504,0.21479935049872417,0.8933867904621231
2024-09-10,38,5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),Sevdaliza,92,0.741,0.754,11,-5.412,0,0.0327,0.00526,8.21e-06,0.125,0.717,126.98,161656,4,2.6942666666666666,0.7227272727272728,0.7140845070422537,0.7143631436314363,0.029130087789305675,0.004464590077908233,2.4434523809523805e-05,0.1417165668662675,0.7158431918348411,0.5018105085461069
2024-09-10,43,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,88,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3,4.82555,0.07727272727272727,0.6591549295774648,0.42601626016260175,0.04309656823623306,0.0003222934068272486,2.3720238095238092e-05,0.09048569527611446,0.46068197633959634,0.7461236547794896
2024-09-10,40,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,92,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,2.9737833333333334,0.4363636363636364,0.6408450704225352,0.6823848238482385,0.5251396648044692,0.11989108135635941,6.13095238095238e-05,0.10844976713240186,0.5383901646949664,0.8648744460856723
2024-09-10,41,0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,87,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,211979,4,3.532983333333333,0.34545454545454546,0.23802816901408447,0.1694308943089431,0.0,0.7076633521406688,0.00025624999999999997,0.2714570858283433,0.22871723498028296,0.23125553914327923
2024-09-10,42,102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,89,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,185265,4,3.08775,0.7484848484848484,0.7211267605633804,0.7248780487804877,0.08978451715881883,0.3388853193287207,1.1785714285714286e-05,0.17332002661343976,0.7332405474367896,0.4936400084405994
2024-09-10,27,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,89,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,228639,4,3.81065,0.5772727272727273,0.5619718309859156,0.39761517615176156,0.0690343176376696,0.06256004264189689,9.047619047619046e-05,0.05688622754491017,0.22639758756668982,0.40779911373707534
2024-09-10,44,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,88,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,157147,3,2.6191166666666668,0.40303030303030307,0.22394366197183108,0.48726287262872636,0.030327214684756576,0.6766736014842025,0.0,0.15502328675981375,0.27627000695894227,0.4086262924667652
2024-09-10,45,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,90,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,191701,4,3.1950166666666666,0.46212121212121204,0.8943661971830987,0.9999999999999999,0.13806863527533916,0.03167359115428557,0.0,0.16999334664005322,0.11737415912781259,0.6795526482380252
2024-09-10,46,7bywjHOc0wSjGGbj04XbVi,LUNA,Feid,90,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,196800,4,3.28,0.7727272727272728,0.863380281690141,0.9879674796747966,0.4173982442138866,0.13435296499604366,0.0,0.12674650698602796,0.4015309672929715,0.2742435112893016
